_key,cik_str,ticker,title
3495,1826286,VINP,Vinci Partners Investments Ltd.
3496,1624322,BFST,"Business First Bancshares, Inc."
3497,1840859,YTPG,TPG Pace Beneficial II Corp.
3498,1337117,ITRN,Ituran Location & Control Ltd.
3499,1528988,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust"
3500,775215,HBT,"HBT Financial, Inc."
3501,1341141,CTT,"CatchMark Timber Trust, Inc."
3502,1807846,ML,MONEYLION INC.
3503,1623715,IMGO,"Imago BioSciences, Inc."
3504,1000177,NAT,NORDIC AMERICAN TANKERS Ltd
3505,1827076,DGNU,Dragoneer Growth Opportunities Corp. III
3506,1016281,CSV,CARRIAGE SERVICES INC
3507,1337553,AERI,AERIE PHARMACEUTICALS INC
3508,1738177,CMBM,Cambium Networks Corp
3509,890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
3510,1819989,CIFR,Cipher Mining Inc.
3511,1665988,BVS,Bioventus Inc.
3512,1051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC."
3513,1071058,ABST,ABSOLUTE SOFTWARE CORP
3514,102752,VSEC,VSE CORP
3515,1838359,RGTI,"Rigetti Computing, Inc."
3516,1175535,WSR,Whitestone REIT
3517,1799567,DDI,"DoubleDown Interactive Co., Ltd."
3518,1840877,ANZU,Anzu Special Acquisition Corp I
3519,1478888,NBB,Nuveen Taxable Municipal Income Fund
3520,1815753,TBCP,Thunder Bridge Capital Partners III Inc.
3521,1811856,VIEW,"View, Inc."
3522,859070,FCBC,FIRST COMMUNITY BANKSHARES INC /VA/
3523,1780531,OCFT,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD."
3524,1816613,MKFG,Markforged Holding Corp
3525,1605810,ULNV,"Porter Holding International, Inc."
3526,1841230,TRAQ,Trine II Acquisition Corp.
3527,80172,NPK,NATIONAL PRESTO INDUSTRIES INC
3528,1710072,EWTX,"Edgewise Therapeutics, Inc."
3529,1315257,KOP,Koppers Holdings Inc.
3530,876523,EZPW,EZCORP INC
3531,1876588,ZIMV,ZimVie Inc.
3532,1613780,DBVT,DBV Technologies S.A.
3533,1437958,CCB,COASTAL FINANCIAL CORP
3534,1818221,EQD,Equity Distribution Acquisition Corp.
3535,45876,HSC,HARSCO CORP
3536,1403475,BMRC,Bank of Marin Bancorp
3537,1567098,LWEL,Luckwel Pharmaceuticals Inc.
3538,1137393,BFK,BLACKROCK MUNICIPAL INCOME TRUST
3539,1447221,LGSXY,Light S.A.
3540,924717,SRDX,SURMODICS INC
3541,1518557,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
3542,100591,AGX,ARGAN INC
3543,1619856,CRBU,"Caribou Biosciences, Inc."
3544,1318885,DSX,DIANA SHIPPING INC.
3545,1276533,JFR,NUVEEN FLOATING RATE INCOME FUND
3546,1227500,EQBK,EQUITY BANCSHARES INC
3547,1823855,FINM,MARLIN TECHNOLOGY CORP.
3548,928658,CVLG,"COVENANT LOGISTICS GROUP, INC."
3549,1824185,HHLA,HH&L Acquisition Co.
3550,895531,VCV,Invesco California Value Municipal Income Trust
3551,1606757,KE,"Kimball Electronics, Inc."
3552,1840292,HLGN,"Heliogen, Inc."
3553,1008654,TUP,TUPPERWARE BRANDS CORP
3554,858655,HAYN,HAYNES INTERNATIONAL INC
3555,1635282,RMNI,"Rimini Street, Inc."
3556,1747068,MCBS,"MetroCity Bankshares, Inc."
3557,1833909,AGAC,African Gold Acquisition Corp
3558,1824149,JOFF,JOFF Fintech Acquisition Corp.
3559,1826681,STRC,Sarcos Technology & Robotics Corp
3560,1442836,MRSN,"Mersana Therapeutics, Inc."
3561,1836129,OHPA,Orion Acquisition Corp.
3562,799288,LE,"LANDS' END, INC."
3563,216085,HVT,HAVERTY FURNITURE COMPANIES INC
3564,1823634,CTAQ,Carney Technology Acquisition Corp. II
3565,84129,RAD,RITE AID CORP
3566,708781,CASS,CASS INFORMATION SYSTEMS INC
3567,105319,WW,"WW INTERNATIONAL, INC."
3568,1001614,REPX,"Riley Exploration Permian, Inc."
3569,1783010,AMYT,Amryt Pharma plc
3570,901243,MUA,"BLACKROCK MUNIASSETS FUND, INC."
3571,1827248,EPHY,Epiphany Technology Acquisition Corp.
3572,1841845,PDOT,Peridot Acquisition Corp. II
3573,835948,MVF,"BLACKROCK MUNIVEST FUND, INC."
3574,863110,ARTNA,ARTESIAN RESOURCES CORP
3575,874501,AMBC,AMBAC FINANCIAL GROUP INC
3576,1398832,SGSVF,Sabina Gold & Silver Corp.
3577,88948,SENEA,Seneca Foods Corp
3578,909494,TCX,TUCOWS INC /PA/
3579,1870940,AIRS,"Airsculpt Technologies, Inc."
3580,1775625,SDC,"SmileDirectClub, Inc."
3581,1826889,BODY,"Beachbody Company, Inc."
3582,1845580,TCVA,TCV Acquisition Corp.
3583,1823144,CMPO,"CompoSecure, Inc."
3584,807863,MITK,MITEK SYSTEMS INC
3585,1321741,GAIN,GLADSTONE INVESTMENT CORPORATION\DE
3586,1829797,PACX,Pioneer Merger Corp.
3587,1322505,ALBO,"ALBIREO PHARMA, INC."
3588,1820191,IMPX,AEA-Bridges Impact Corp.
3589,1326190,ALT,"Altimmune, Inc."
3590,1270073,ICPT,"INTERCEPT PHARMACEUTICALS, INC."
3591,1176199,HPI,JOHN HANCOCK PREFERRED INCOME FUND
3592,1750264,PUYI,"PUYI, INC."
3593,1744659,AKRO,"Akero Therapeutics, Inc."
3594,1528985,INRE,"Inland Real Estate Income Trust, Inc."
3595,77281,PEI,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST
3596,1412665,MOFG,"MidWestOne Financial Group, Inc."
3597,1683541,ACB,AURORA CANNABIS INC
3598,1080720,GUT,GABELLI UTILITY TRUST
3599,1829953,COOL,Corner Growth Acquisition Corp.
3600,1687187,METC,"Ramaco Resources, Inc."
3601,216851,PEO,"ADAMS NATURAL RESOURCES FUND, INC."
3602,1598981,SKYX,SKYX Platforms Corp.
3603,1525287,SRLP,Sprague Resources LP
3604,1554697,GHY,"PGIM Global High Yield Fund, Inc."
3605,1823733,FCAX,Fortress Capital Acquisition Corp
3606,1340677,SVM,SILVERCORP METALS INC
3607,1828161,FTCI,"FTC Solar, Inc."
3608,1697500,SOI,"Solaris Oilfield Infrastructure, Inc."
3609,916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC."
3610,1834518,NSTB,Northern Star Investment Corp. II
3611,1827871,TLGA,TLG Acquisition One Corp.
3612,903419,ALRS,ALERUS FINANCIAL CORP
3613,31235,KODK,EASTMAN KODAK CO
3614,1471420,STK,"Columbia Seligman Premium Technology Growth Fund, Inc."
3615,1835817,NSTC,Northern Star Investment Corp. III
3616,1839175,MBAC,M3-Brigade Acquisition II Corp.
3617,1838883,AAQC,Accelerate Acquisition Corp.
3618,1835814,NSTD,Northern Star Investment Corp. IV
3619,1799191,TOI,"Oncology Institute, Inc."
3620,1369085,NEWP,NEW PACIFIC METALS CORP
3621,1608390,AFMD,Affimed N.V.
3622,1233681,BLW,BLACKROCK Ltd DURATION INCOME TRUST
3623,1708055,RBBN,Ribbon Communications Inc.
3624,1293971,BLUE,"bluebird bio, Inc."
3625,1823986,WDH,Waterdrop Inc.
3626,1110611,ONTF,ON24 INC.
3627,1378950,PRTS,"CarParts.com, Inc."
3628,1831828,VERA,"Vera Therapeutics, Inc."
3629,1847903,CNTA,Centessa Pharmaceuticals plc
3630,1744781,NIU,Niu Technologies
3631,1383058,DBO,Invesco DB Oil Fund
3632,1428522,RDUS,"Radius Health, Inc."
3633,1786108,TRIN,Trinity Capital Inc.
3634,1108109,CYH,COMMUNITY HEALTH SYSTEMS INC
3635,1865389,NPFD,Nuveen Variable Rate Preferred & Income Fund
3636,1417892,SOL,ReneSola Ltd
3637,1219120,AVK,ADVENT CONVERTIBLE & INCOME FUND
3638,917100,IFN,"INDIA FUND, INC."
3639,828803,GIM,TEMPLETON GLOBAL INCOME FUND
3640,1836176,FATH,Fathom Digital Manufacturing Corp
3641,1531177,SGHT,"Sight Sciences, Inc."
3642,915840,BZH,BEAZER HOMES USA INC
3643,709337,FMNB,FARMERS NATIONAL BANC CORP /OH/
3644,844965,TTI,TETRA TECHNOLOGIES INC
3645,879911,AERG,"APPLIED ENERGETICS, INC."
3646,1828105,HIPO,Hippo Holdings Inc.
3647,1513363,FDUS,FIDUS INVESTMENT Corp
3648,1501796,AURA,"Aura Biosciences, Inc."
3649,886043,MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.
3650,1547994,JPI,Nuveen Preferred & Income Term Fund
3651,1733294,GBIO,Generation Bio Co.
3652,1810182,ALXO,ALX ONCOLOGY HOLDINGS INC
3653,1823878,MYPS,"PLAYSTUDIOS, Inc."
3654,1824403,RSVR,"Reservoir Media, Inc."
3655,1499849,LND,BrasilAgro - Brazilian Agricultural Real Estate Co
3656,720154,NOTV,"Inotiv, Inc."
3657,1400438,LGO,Largo Inc.
3658,1757399,TUFN,Tufin Software Technologies Ltd.
3659,1376339,MDXG,"MIMEDX GROUP, INC."
3660,1341317,BWB,Bridgewater Bancshares Inc
3661,1861115,NMAI,Nuveen Multi-Asset Income Fund
3662,1074540,EVN,EATON VANCE MUNICIPAL INCOME TRUST
3663,1779020,DNMR,"Danimer Scientific, Inc."
3664,1840920,TETC,Tech & Energy Transition Corp
3665,1853962,IAUX,i-80 Gold Corp.
3666,1169652,ECOM,CHANNELADVISOR CORP
3667,1846125,ACAM,Acamar Partners Acquisition Corp. II
3668,1002788,BMDPF,BANCA MONTE DEI PASCHI DI SIENA SPA
3669,1512499,LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC."
3670,1281926,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund
3671,1644378,RMR,RMR GROUP INC.
3672,1830063,NAAC,North Atlantic Acquisition Corp
3673,870780,NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND
3674,1777319,CISO,CERBERUS CYBER SENTINEL CORP
3675,1273441,GTE,GRAN TIERRA ENERGY INC.
3676,879635,MPB,MID PENN BANCORP INC
3677,1560241,GTHX,"G1 Therapeutics, Inc."
3678,1805012,VTRU,Vitru Ltd
3679,1720893,BTAI,"BioXcel Therapeutics, Inc."
3680,1819790,TARS,"Tarsus Pharmaceuticals, Inc."
3681,1878897,DOUG,Douglas Elliman Inc.
3682,1824153,LHC,Leo Holdings Corp. II
3683,1863127,TYRA,"Tyra Biosciences, Inc."
3684,1040130,PETS,PETMED EXPRESS INC
3685,1396277,CHW,Calamos Global Dynamic Income Fund
3686,800457,DGICA,DONEGAL GROUP INC
3687,1051003,DSU,"BLACKROCK DEBT STRATEGIES FUND, INC."
3688,1676479,CSTR,"CapStar Financial Holdings, Inc."
3689,1850270,PROK,PROKIDNEY CORP.
3690,884624,OFIX,Orthofix Medical Inc.
3691,1766400,PNTG,"Pennant Group, Inc."
3692,1488775,CEM,ClearBridge MLP & Midstream Fund Inc.
3693,887921,REV,REVLON INC /DE/
3694,1720424,HIVE,HIVE Blockchain Technologies Ltd.
3695,1345099,MESO,MESOBLAST LTD
3696,315858,BVH,Bluegreen Vacations Holding Corp
3697,1325618,IRMD,IRADIMED CORP
3698,1896049,STIX,"Semantix, Inc."
3699,1823776,HIGA,H.I.G. Acquisition Corp.
3700,1642453,DSKE,"Daseke, Inc."
3701,1874315,SATL,Satellogic Inc.
3702,1096056,LXFR,LUXFER HOLDINGS PLC
3703,1075415,DHC,DIVERSIFIED HEALTHCARE TRUST
3704,1638290,MCFT,"MasterCraft Boat Holdings, Inc."
3705,1434754,SB,"SAFE BULKERS, INC."
3706,1575051,SIRE,Sisecam Resources LP
3707,1821393,AAN,"Aaron's Company, Inc."
3708,1132105,SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC."
3709,1163668,SPFI,"SOUTH PLAINS FINANCIAL, INC."
3710,813639,NSR,Nomad Royalty Co Ltd.
3711,1290677,TPB,"Turning Point Brands, Inc."
3712,1891101,BRCC,BRC Inc.
3713,1169445,CPSI,COMPUTER PROGRAMS & SYSTEMS INC
3714,34067,BOOM,DMC Global Inc.
3715,1876431,PRE,Prenetics Global Ltd
3716,1821349,NGMS,NeoGames S.A.
3717,1259708,FRA,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC."
3718,1308927,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund
3719,1712463,PACK,Ranpak Holdings Corp.
3720,1888012,HLVX,"HilleVax, Inc."
3721,1643988,LPTV,"Loop Media, Inc."
3722,1109116,EVC,ENTRAVISION COMMUNICATIONS CORP
3723,1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND
3724,1819584,VLTA,Volta Inc.
3725,1857853,COOK,"Traeger, Inc."
3726,1826457,GLUE,"Monte Rosa Therapeutics, Inc."
3727,1390195,AWP,abrdn Global Premier Properties Fund
3728,1752828,CELU,Celularity Inc
3729,1816261,ENPC,Executive Network Partnering Corp
3730,736772,CCNE,CNB FINANCIAL CORP/PA
3731,1735438,MGTX,MeiraGTx Holdings plc
3732,1559991,DFP,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc
3733,1842937,HCVI,Hennessy Capital Investment Corp. VI
3734,896429,CTLP,"CANTALOUPE, INC."
3735,1759783,EH,EHang Holdings Ltd
3736,1848410,CPAR,Catalyst Partners Acquisition Corp.
3737,1779128,BLDE,"Blade Air Mobility, Inc."
3738,1210123,EAD,ALLSPRING INCOME OPPORTUNITIES FUND
3739,1792829,VSTA,Vasta Platform Ltd
3740,1824993,PCPC,Periphas Capital Partnering Corp
3741,805928,AXGN,"Axogen, Inc."
3742,1832038,ADGI,"Adagio Therapeutics, Inc."
3743,740663,FLIC,FIRST OF LONG ISLAND CORP
3744,1044777,OSPN,OneSpan Inc.
3745,39311,IBCP,INDEPENDENT BANK CORP /MI/
3746,1819498,TWLV,Twelve Seas Investment Co. II
3747,1819399,TPGY,TPG Pace Beneficial Finance Corp.
3748,882150,MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC."
3749,1858351,ICNC,Iconic Sports Acquisition Corp.
3750,1841137,CPAA,Conyers Park III Acquisition Corp.
3751,818972,LEO,"BNY MELLON STRATEGIC MUNICIPALS, INC."
3752,1058867,GNTY,GUARANTY BANCSHARES INC /TX/
3753,1857410,IVCB,Investcorp Europe Acquisition Corp I
3754,1837067,NDAC,NightDragon Acquisition Corp.
3755,1909747,JUSHF,Jushi Holdings Inc.
3756,1735707,GTX,Garrett Motion Inc.
3757,1823884,VTIQ,VectoIQ Acquisition Corp. II
3758,1275168,FSBC,FIVE STAR BANCORP
3759,743367,BHB,BAR HARBOR BANKSHARES
3760,1724755,GHG,GreenTree Hospitality Group Ltd.
3761,1448431,OPRX,OptimizeRx Corp
3762,1094324,SIFY,SIFY TECHNOLOGIES LTD
3763,1851961,CNDB,Concord Acquisition Corp III
3764,1843716,PSPC,Post Holdings Partnering Corp
3765,919893,TDF,TEMPLETON DRAGON FUND INC
3766,1826553,SLCR,Silver Crest Acquisition Corp
3767,912147,RMT,"ROYCE MICRO-CAP TRUST, INC."
3768,1111485,RXST,"RxSight, Inc."
3769,1574085,BHR,Braemar Hotels & Resorts Inc.
3770,1038773,SMBK,SMARTFINANCIAL INC.
3771,1840161,FRXB,Forest Road Acquisition Corp. II
3772,1823767,LUXA,Lux Health Tech Acquisition Corp.
3773,72162,NL,NL INDUSTRIES INC
3774,1687065,WUYI,"China WuYi Mountain, Ltd."
3775,1524931,CHUY,"CHUY'S HOLDINGS, INC."
3776,1059142,ATAX,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P."
3777,1383414,PNNT,PENNANTPARK INVESTMENT CORP
3778,1823896,GFX,Golden Falcon Acquisition Corp.
3779,1434868,ESPR,"Esperion Therapeutics, Inc."
3780,1499422,RBB,RBB Bancorp
3781,1838697,SCLE,Broadscale Acquisition Corp.
3782,1822312,JCIC,Jack Creek Investment Corp.
3783,908993,VKI,Invesco Advantage Municipal Income Trust II
3784,1514416,BAND,Bandwidth Inc.
3785,1838987,FACT,Freedom Acquisition I Corp.
3786,1834585,JOAN,JOANN Inc.
3787,1356090,PGEN,"PRECIGEN, INC."
3788,1829455,HCIC,HENNESSY CAPITAL INVESTMENT CORP. V
3789,1830188,DHHC,DiamondHead Holdings Corp.
3790,1841610,ROSS,Ross Acquisition Corp II
3791,1838615,GLBL,Cartesian Growth Corp
3792,1837207,GSQD,G Squared Ascend I Inc.
3793,1834628,LEGA,"Lead Edge Growth Opportunities, Ltd"
3794,1824677,OEPW,One Equity Partners Open Water I Corp.
3795,1835881,TWNI,Tailwind International Acquisition Corp.
3796,1834755,SLAC,Social Leverage Acquisition Corp I
3797,1838614,ACII,Atlas Crest Investment Corp. II
3798,1839127,SPGS,"Simon Property Group Acquisition Holdings, Inc."
3799,1840148,MACC,Mission Advancement Corp.
3800,1436208,LEGH,Legacy Housing Corp
3801,1838431,SCOB,ScION Tech Growth II
3802,1829615,COLI,Colicity Inc.
3803,791963,OPY,OPPENHEIMER HOLDINGS INC
3804,1834026,GROY,Gold Royalty Corp.
3805,1838238,PTOC,Pine Technology Acquisition Corp.
3806,1840463,RXRA,RXR Acquisition Corp.
3807,1836274,ACAH,Atlantic Coastal Acquisition Corp.
3808,1285819,OMER,OMEROS CORP
3809,1829667,RGC,Regencell Bioscience Holdings Ltd
3810,1580345,TPVG,TriplePoint Venture Growth BDC Corp.
3811,1845437,RONI,Rice Acquisition Corp. II
3812,1846163,TIOA,Tio Tech A
3813,1813452,PLNHF,Planet 13 Holdings Inc.
3814,900422,PMO,PUTNAM MUNICIPAL OPPORTUNITIES TRUST
3815,1842916,FMIV,Forum Merger IV Corp
3816,1849408,ZT,Zimmer Energy Transition Acquisition Corp.
3817,1805385,EVLV,"Evolv Technologies Holdings, Inc."
3818,1333835,CASA,Casa Systems Inc
3819,96869,TRC,TEJON RANCH CO
3820,1341235,ALDX,"Aldeyra Therapeutics, Inc."
3821,1847112,TRTL,TortoiseEcofin Acquisition Corp. III
3822,1847891,ACRO,Acropolis Infrastructure Acquisition Corp.
3823,1850502,NFYS,Enphys Acquisition Corp.
3824,1814215,TWND,Tailwind Acquisition Corp.
3825,1487952,VPG,"Vishay Precision Group, Inc."
3826,1825024,OPAD,Offerpad Solutions Inc.
3827,1657312,VRNA,Verona Pharma plc
3828,1221029,CPAC,CEMENTOS PACASMAYO SAA
3829,1834045,VWE,"Vintage Wine Estates, Inc."
3830,1731805,HUT,HUT 8 MINING CORP.
3831,1768259,GOTU,Gaotu Techedu Inc.
3832,1490281,GRPN,"Groupon, Inc."
3833,1848364,LITT,Logistics Innovation Technologies Corp.
3834,1866390,BBLN,Babylon Holdings Ltd
3835,1494530,FSD,FIRST TRUST HIGH INCOME LONG/SHORT FUND
3836,1832332,AVAH,"Aveanna Healthcare Holdings, Inc."
3837,1873441,BCSA,Blockchain Coinvestors Acquisition Corp. I
3838,1070524,GCBC,GREENE COUNTY BANCORP INC
3839,1848948,VCXB,10X Capital Venture Acquisition Corp. III
3840,1713748,SKE,Skeena Resources Ltd
3841,1063344,HT,HERSHA HOSPITALITY TRUST
3842,1707919,CENN,CENNTRO ELECTRIC GROUP Ltd
3843,1756390,AAWH,"Ascend Wellness Holdings, Inc."
3844,1189740,HPF,JOHN HANCOCK PREFERRED INCOME FUND II
3845,1569994,WSBF,"Waterstone Financial, Inc."
3846,1503802,KPTI,Karyopharm Therapeutics Inc.
3847,1839998,DTOC,Digital Transformation Opportunities Corp.
3848,14846,BRT,BRT Apartments Corp.
3849,1824846,HCAR,Healthcare Services Acquisition Corp
3850,1495825,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust
3851,1838513,GATE,Marblegate Acquisition Corp.
3852,1842566,BYTS,BYTE Acquisition Corp.
3853,1166928,WTBA,WEST BANCORPORATION INC
3854,1026214,FMCC,FEDERAL HOME LOAN MORTGAGE CORP
3855,1837739,CLAA,Colonnade Acquisition Corp. II
3856,1841080,GIIX,Gores Holdings VIII Inc.
3857,1630856,PFHD,Professional Holding Corp.
3858,1277902,MVBF,MVB FINANCIAL CORP
3859,1643154,ITHUF,"iANTHUS CAPITAL HOLDINGS, INC."
3860,1368514,ADMA,"ADMA BIOLOGICS, INC."
3861,897322,GILT,GILAT SATELLITE NETWORKS LTD
3862,827773,PPT,PUTNAM PREMIER INCOME TRUST
3863,1807707,APPH,"AppHarvest, Inc."
3864,1788257,BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V"
3865,891290,RFI,COHEN & STEERS TOTAL RETURN REALTY FUND INC
3866,1753886,STON,Stonemor Inc.
3867,1403752,ZYME,Zymeworks Inc.
3868,1347858,XXII,"22nd Century Group, Inc."
3869,910068,HIO,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.
3870,1819175,PIAI,Prime Impact Acquisition I
3871,1819395,SOND,Sonder Holdings Inc.
3872,1839550,FACA,Figure Acquisition Corp. I
3873,1393726,TIPT,TIPTREE INC.
3874,1703956,BBCP,"Concrete Pumping Holdings, Inc."
3875,1818502,OPFI,OppFi Inc.
3876,890393,MIY,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC."
3877,1726173,BH-A,Biglari Holdings Inc.
3878,1351636,SSTI,"SHOTSPOTTER, INC"
3879,884121,HQL,TEKLA LIFE SCIENCES INVESTORS
3880,925528,HDSN,HUDSON TECHNOLOGIES INC /NY
3881,1040470,AEHR,AEHR TEST SYSTEMS
3882,1844452,IPAX,Inflection Point Acquisition Corp.
3883,1825473,PRSR,Prospector Capital Corp.
3884,1129155,MPX,MARINE PRODUCTS CORP
3885,1833235,PSAG,Property Solutions Acquisition Corp. II
3886,862831,FISI,FINANCIAL INSTITUTIONS INC
3887,1839132,PFDR,Pathfinder Acquisition Corp
3888,891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
3889,1820727,MUDS,Mudrick Capital Acquisition Corp. II
3890,1841873,KVSA,Khosla Ventures Acquisition Co.
3891,1018399,EBTC,ENTERPRISE BANCORP INC /MA/
3892,23795,CTO,"CTO Realty Growth, Inc."
3893,1589526,BLBD,Blue Bird Corp
3894,1871638,BRKH,BurTech Acquisition Corp.
3895,1848959,DCRD,Decarbonization Plus Acquisition Corp IV
3896,761648,CDR,"CEDAR REALTY TRUST, INC."
3897,1268533,TYG,TORTOISE ENERGY INFRASTRUCTURE CORP
3898,1840317,PLMI,Plum Acquisition Corp. I
3899,768411,CYBE,CYBEROPTICS CORP
3900,1835378,CTV,Innovid Corp.
3901,1901799,GSRM,GSR II Meteora Acquisition Corp.
3902,1071236,RRBI,RED RIVER BANCSHARES INC
3903,1500096,KMF,"Kayne Anderson NextGen Energy & Infrastructure, Inc."
3904,1829558,ANAC,ARCTOS NORTHSTAR ACQUISITION CORP.
3905,1837248,SDAC,Sustainable Development Acquisition I Corp.
3906,1812923,SDHY,PGIM Short Duration High Yield Opportunities Fund
3907,846475,ZYXI,ZYNEX INC
3908,1604174,ECC,Eagle Point Credit Co Inc.
3909,1620179,XELA,"Exela Technologies, Inc."
3910,792966,FMAO,FARMERS & MERCHANTS BANCORP INC
3911,1845368,HCMA,HCM Acquisition Corp
3912,1393434,OCUL,"OCULAR THERAPEUTIX, INC"
3913,1590750,VRDN,"Viridian Therapeutics, Inc.\DE"
3914,1519401,RM,Regional Management Corp.
3915,1861841,ARBE,Arbe Robotics Ltd.
3916,836412,ZTR,Virtus Total Return Fund Inc.
3917,1818644,LIDR,"AEye, Inc."
3918,1713334,MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd
3919,1843205,HCNE,Jaws Hurricane Acquisition Corp
3920,1035092,SHBI,SHORE BANCSHARES INC
3921,1708259,LX,LexinFintech Holdings Ltd.
3922,61986,MTW,MANITOWOC CO INC
3923,738214,AMTX,"AEMETIS, INC"
3924,1844135,SIER,Sierra Lake Acquisition Corp.
3925,1830547,SSAA,Science Strategic Acquisition Corp. Alpha
3926,1062822,LXRX,"LEXICON PHARMACEUTICALS, INC."
3927,1539337,JRI,Nuveen Real Asset Income & Growth Fund
3928,1649096,CLPR,Clipper Realty Inc.
3929,1710482,JMSB,"John Marshall Bancorp, Inc."
3930,1453687,SELB,SELECTA BIOSCIENCES INC
3931,1830081,CFVI,CF Acquisition Corp. VI
3932,1590584,CVEO,Civeo Corp
3933,1834032,CSTA,Constellation Acquisition Corp I
3934,839533,KTF,DWS MUNICIPAL INCOME TRUST
3935,1865377,ARGU,Argus Capital Corp.
3936,1845618,TWCB,Bilander Acquisition Corp.
3937,1499961,MULN,MULLEN AUTOMOTIVE INC.
3938,1842329,AGGR,Agile Growth Corp.
3939,716006,YELL,Yellow Corp
3940,703904,SBNC,SOUTHERN BANCSHARES NC INC
3941,1829042,HMCO,HumanCo Acquisition Corp.
3942,1695357,PRVB,"Provention Bio, Inc."
3943,1838163,DHCA,DHC Acquisition Corp.
3944,1829576,CARE,"Carter Bankshares, Inc."
3945,1538263,HTBI,"HomeTrust Bancshares, Inc."
3946,1863006,VLN,Valens Semiconductor Ltd.
3947,811808,SMMF,"SUMMIT FINANCIAL GROUP, INC."
3948,1562051,NML,Neuberger Berman MLP & Energy Income Fund Inc.
3949,1056943,PFIS,PEOPLES FINANCIAL SERVICES CORP.
3950,1431852,ODV,Osisko Development Corp.
3951,1850316,ACDI,Ascendant Digital Acquisition Corp. III
3952,1841420,ESM,ESM Acquisition Corp
3953,1759824,ALTG,ALTA EQUIPMENT GROUP INC.
3954,1692376,VEL,"Velocity Financial, Inc."
3955,1107421,TCRT,"Alaunos Therapeutics, Inc."
3956,1834336,FSRX,Finserv Acquisition Corp. II
3957,1894057,PPYA,Papaya Growth Opportunity Corp. I
3958,1856589,MBSC,M3-Brigade Acquisition III Corp.
3959,77543,TPC,TUTOR PERINI CORP
3960,1819133,TNGX,"Tango Therapeutics, Inc."
3961,1832950,KRNL,"Kernel Group Holdings, Inc."
3962,1860879,RRAC,Rigel Resource Acquisition Corp.
3963,1101680,DZSI,DZS INC.
3964,810958,CZNC,CITIZENS & NORTHERN CORP
3965,1411688,TCS,"Container Store Group, Inc."
3966,1653558,PRTH,"Priority Technology Holdings, Inc."
3967,1288992,EFT,Eaton Vance Floating-Rate Income Trust
3968,733590,TCI,TRANSCONTINENTAL REALTY INVESTORS INC
3969,1447028,ABUS,Arbutus Biopharma Corp
3970,1684144,ZOM,Zomedica Corp.
3971,1051627,AXTI,AXT INC
3972,1822366,ALTU,Altitude Acquisition Corp.
3973,1505155,UPLD,"Upland Software, Inc."
3974,1620737,OGI,ORGANIGRAM HOLDINGS INC.
3975,1838814,JUN,Juniper II Corp.
3976,1305253,EIGR,"Eiger BioPharmaceuticals, Inc."
3977,1725123,CANG,Cango Inc.
3978,741516,AMNB,AMERICAN NATIONAL BANKSHARES INC.
3979,1762417,DOYU,DouYu International Holdings Ltd
3980,1214935,NCV,Virtus Convertible & Income Fund
3981,1840780,LOCL,Local Bounti Corporation/DE
3982,1828817,HTPA,Highland Transcend Partners I Corp.
3983,1454938,OB,Outbrain Inc.
3984,1838293,CHAA,Catcha Investment Corp
3985,1831979,GPAC,Global Partner Acquisition Corp II
3986,1438231,DMRC,Digimarc CORP
3987,1370450,WLDN,"Willdan Group, Inc."
3988,1074769,NAN,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND
3989,1034957,CRESY,CRESUD INC
3990,1012477,AVDL,AVADEL PHARMACEUTICALS PLC
3991,783412,DJCO,DAILY JOURNAL CORP
3992,1794338,IGIC,International General Insurance Holdings Ltd.
3993,1837160,COVA,COVA Acquisition Corp.
3994,1832737,TSIB,Tishman Speyer Innovation Corp. II
3995,1758021,KRT,Karat Packaging Inc.
